county,license_number,operation_type,establishment_type,entity_name,dba_name,street_number,street_name,address_line_2,address_line_3,city,state,zip_code,square_footage,location,geom,borough,street_name_normalized
Richmond,730111,Store,JAC   ,VELAZQUEZ GARCIA CORP            ,VELAZQUEZ GARCIA       ,614,PORT RICHMOND AVE            ,             ,               ,STATEN ISLAND     ,NY,10302,0,"614 PORT RICHMOND AVE
STATEN ISLAND, NY 10302
(40.628272, -74.142017)",0101000020E610000039600C2A178952C0BF57BD536B504440,Staten Island,
Richmond,712978,Store,JAC   ,CHOCOLATE - BALOONS & MORE LLC   ,CHOCOLATE & BALLONS    ,134,WATCHOGUE RD                 ,             ,               ,STATEN ISLAND     ,NY,10314,0,"134 WATCHOGUE RD
STATEN ISLAND, NY 10314
(40.615418, -74.134268)",0101000020E6100000DFC4BE8B988852C03CE48658C64E4440,Staten Island,
Richmond,724030,Store,JAC   ,VANIA CORP                       ,VANIA CORP             ,4032,HYLAN BLVD                  ,             ,               ,STATEN ISLAND     ,NY,10308,0,"4032 HYLAN BLVD
STATEN ISLAND, NY 10308
(40.541281, -74.146809)",0101000020E61000008EDC577C638952C072833E2D4F454440,Staten Island,
Richmond,727329,Store,JAC   ,BABLI MATHAI                     ,BRADLEY MINI MART DELI ,460,BRADLEY AVENUE               ,             ,               ,STATEN ISLAND     ,NY,10314,0,"460 BRADLEY AVENUE
STATEN ISLAND, NY 10314
(40.599648, -74.131007)",0101000020E6100000EDF28992628852C053F5734EC14C4440,Staten Island,
Bronx,732609,Store,JAC   ,RITEWAY DELI INC                 ,RITEWAY DELI           ,4168,WHITE PLAINS RD         ,             ,               ,BRONX             ,NY,10466,0,"4168 WHITE PLAINS RD
BRONX, NY 10466
(40.892865, -73.857685)",0101000020E61000005A638356E67652C06CDDED8540724440,Bronx,
Queens,725037,Store,JAC   ,EXPRESSWAY CONVENIENCE STORE INC ,EXPRESSWAY CONVENIENCE ,11462,VAN WYCK EXPY              ,             ,               ,SOUTH OZONE PARK  ,NY,11420,0,"11462 VAN WYCK EXPY
SOUTH OZONE PARK, NY 11420
(40.681191, -73.805426)",0101000020E6100000B09E14168E7352C04AAF21C638574440,Queens,
Richmond,731343,Store,JAC   ,CUBIT POWER ONE INC              ,ECO ICE                ,4352,VICTORY BLVD                ,             ,               ,STATEN ISLAND     ,NY,10314,0,"4352 VICTORY BLVD
STATEN ISLAND, NY 10314
(40.588004, -74.196893)",0101000020E61000004C844AB2978C52C08C57F2D3454B4440,Staten Island,
Richmond,718403,Store,JAC   ,ROSALES FRUITS & VEGETABLES LLC  ,ROSALES FRUITS & VEGETA,38,NEW DORP PLAZA SOUTH          ,             ,               ,STATEN ISLAND     ,NY,10306,0,"38 NEW DORP PLAZA SOUTH
STATEN ISLAND, NY 10306
(40.573552, -74.11686)",0101000020E61000008CB3FAC6768752C05723950B70494440,Staten Island,
Richmond,718415,Store,JAC   ,YAS AT VICTORY BLVD. LLC         ,7 ELEVEN STORE # 11459 ,2084,VICTORY BLVD.         ,             ,               ,STATEN ISLAND     ,NY,10314,0,"2084 VICTORY BLVD
STATEN ISLAND, NY 10314
(40.612387, -74.133005)",0101000020E61000004F95F741828852C061EB10BE624E4440,Staten Island,
Kings,710302,Store,JAC   ,POULET ROTI CORP                 ,POULET ROTI            ,630,FLUSHING AVE           ,             ,               ,BROOKLYN          ,NY,11206,0,"630 FLUSHING AVE
BROOKLYN, NY 11206
(40.699997, -73.948214)",0101000020E6100000B57A1D65B37C52C0192AB96198594440,Brooklyn,
Richmond,724202,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE #07038     ,2145,HYLAN BLVD                  ,             ,               ,STATEN ISLAND     ,NY,10306,0,"2145 HYLAN BLVD
STATEN ISLAND, NY 10306
(40.578142, -74.102139)",0101000020E6100000A4344836888652C0E24ACD48034A4440,Staten Island,
Richmond,729282,Store,JAC   ,TERRYS TOWN DELI CORP            ,TERRYS TOWN DELI       ,125,OLYMPIA BLVD                 ,             ,               ,STATEN ISLAND     ,NY,10305,0,"125 OLYMPIA BLVD
STATEN ISLAND, NY 10305
(40.592359, -74.072707)",0101000020E61000007F0C6B5CA78452C03F17FB7ED24B4440,Staten Island,
Richmond,719350,Store,JAC   ,STOP & SHOP SUPERMARKET CO LLC TH,STOP & SHOP #2595      ,1351,FOREST AVE                  ,             ,               ,STATEN ISLAND     ,NY,10302,0,"1351 FOREST AVE
STATEN ISLAND, NY 10302
(40.625978, -74.134403)",0101000020E6100000E8D13CD79A8852C0948B155B1F504440,Staten Island,
Richmond,706424,Store,JAC   ,FRANK AND SAL LLC                ,FRANK AND SAL          ,4060,HYLAN BLVD                  ,             ,               ,STATEN ISLAND     ,NY,10308,0,"4060 HYLAN BLVD
STATEN ISLAND, NY 10308
(40.540614, -74.147384)",0101000020E61000005F1DF8B66F8952C08DB7100132454440,Staten Island,
Richmond,641368,Store,JAC   ,JINAL USA LLC                    ,HY STAR                ,4278,ARTHUR KILL RD              ,             ,               ,STATEN ISLAND     ,NY,10309,0,"4278 ARTHUR KILL RD
STATEN ISLAND, NY 10309
(40.537668, -74.237238)",0101000020E6100000860428DF2E8F52C014C2297ED3444440,Staten Island,
New York,628586,Store,A     ,ST NICHOLAS AVENUE 99 CENTS CORP ,ST NICHOLAS AVE 99 CENT,1639,ST NICHOLAS AVE             ,             ,               ,NEW YORK          ,NY,10040,0,"1639 ST NICHOLAS AVE
NEW YORK, NY 10040
(40.856061, -73.928806)",0101000020E6100000CCA19F4A717B52C01C79806D946D4440,Manhattan,
New York,730049,Store,JAC   ,COLUMBUS NATURAL FOOD INC        ,COLUMBUS NATURAL FOOD  ,725,COLUMBUS AVE                 ,             ,               ,NEW YORK          ,NY,10025,0,"725 COLUMBUS AVE
NEW YORK, NY 10025
(40.792307, -73.967929)",0101000020E6100000CFA93DCBF07D52C0402A69B06E654440,Manhattan,
Kings,732594,Store,JAC   ,NEIGHBORHOOD BROTHERS DELI AND GR,NEIGHBORHOOD BROTHERS D,5401,AVENUE T                    ,             ,               ,BROOKLYN          ,NY,11234,0,"5401 AVENUE
BROOKLYN, NY 11234
(40.611344, -73.920258)",0101000020E6100000086FDEE3047B52C0C9DD1B0F734E4440,Brooklyn,
Richmond,710280,Store,JAC   ,POLISH SPECIALTIES LLC           ,POLISH SPECIALTIES     ,1949,RICHMOND AVE                ,             ,               ,STATEN ISLAND     ,NY,10314,0,"1949 RICHMOND AVE
STATEN ISLAND, NY 10314
(40.600825, -74.16295)",0101000020E61000000D8A79656D8A52C0AAB66F3BDA4C4440,Staten Island,
Kings,718769,Store,JAC   ,HAVEMEYER DELI STOP ONE INC      ,HAVEMEYER DELI STOP ONE,45,HAVEMEYER ST                  ,             ,               ,BROOKLYN          ,NY,11211,0,"45 HAVEMEYER ST
BROOKLYN, NY 11211
(40.715311, -73.953976)",0101000020E61000006E74CA720D7D52C02635F164905B4440,Brooklyn,
New York,732104,Store,JAC   ,OMSAI UPPER EASTSIDE GROCERY INC ,#1 FARMERS MARKET      ,1458,2ND AVENUE                ,             ,               ,NEW YORK          ,NY,10028,0,"1458 2ND AVENUE
NEW YORK, NY 10028
(40.77157, -73.956333)",0101000020E61000008F69EF08357D52C0889B1B68C1624440,Manhattan,
New York,719096,Store,JAC   ,LWIN FAMILY CO                   ,HISSHO SUSHI AT MT SINA,1000,10TH AVE              ,             ,               ,NEW YORK          ,NY,10019,0,"1000 10TH AVE
NEW YORK, NY 10019
(40.770129, -73.987846)",0101000020E61000007D16FF4B367F52C0C576D71799624440,Manhattan,
New York,728437,Store,A     ,LUNA & STELLA LLC                ,STORY                  ,144,10TH AVE                     ,             ,               ,NEW YORK          ,NY,10011,0,"144 10TH AVE
NEW YORK, NY 10011
(40.74507, -74.006087)",0101000020E6100000C8B5EA81628052C00000AFB8605F4440,Manhattan,
New York,734019,Store,JAC   ,ELEGANZA GOURMET INC             ,ELEGANZA GOURMET       ,1,CONVENT AVE                    ,             ,               ,NEW YORK          ,NY,10027,0,"1 CONVENT AVE
NEW YORK, NY 10027
(40.812896, -73.953134)",0101000020E6100000C5DEA2CBFF7C52C020D7783B0A684440,Manhattan,
Queens,719318,Store,JAC   ,JACKSON PROCESSING INC           ,NY HALAL MEAT          ,3554,STEINWAY ST                 ,             ,               ,LONG ISLAND CITY  ,NY,11101,0,"3554 STEINWAY ST
LONG ISLAND CITY, NY 11101
(40.753717, -73.923238)",0101000020E6100000D1F75E310F7B52C064D988728D604440,Queens,
New York,714451,Store,JAC   ,CASA BONITA GOURMET DELI INC     ,CASA BONITA GOURMET DEL,2,WEST 125TH ST                  ,             ,               ,NEW YORK          ,NY,10027,0,"2 WEST 125TH ST
NEW YORK, NY 10027
(40.806509, -73.942495)",0101000020E6100000245451FD517C52C03D432CAA3B674440,Manhattan,
Queens,724342,Store,JAC   ,LIBERTY EXPRESS DELI CORP        ,LIBERTY EXPRESS DELI   ,12822,LIBERTY AVE                ,             ,               ,SOUTH RICHMOND HIL,NY,11419,0,"12822 LIBERTY AVE
SOUTH RICHMOND HIL, NY 11419
(40.689243, -73.816428)",0101000020E6100000D917CA76477452C0FED9ED3C33584440,Queens,
New York,729590,Store,JAC   ,MARLENE GROCERY CORP             ,MARLENE GROCERY        ,272,SHERMAN AVE                  ,             ,               ,NEW YORK          ,NY,10034,0,"272 SHERMAN AVE
NEW YORK, NY 10034
(40.866534, -73.918004)",0101000020E61000008C06538AC27A52C0F828F33DE96E4440,Manhattan,
New York,724022,Store,JAC   ,NEIGHBORHOOD DELI & GROCERY NY IN,NEIGHBORHOOD DELI & GRO,150,STANTON ST                   ,             ,               ,NEW YORK          ,NY,10002,0,"150 STANTON ST
NEW YORK, NY 10002
(40.720547, -73.985514)",0101000020E6100000648F88DD127F52C01B4A7E5F3B5C4440,Manhattan,
New York,723339,Store,JAC   ,87 ST DELI INC 1                 ,87 ST DELI             ,562,AMSTERDAM AVE                ,             ,               ,NEW YORK          ,NY,10024,0,"562 AMSTERDAM AVE
NEW YORK, NY 10024
(40.788472, -73.974444)",0101000020E6100000E3BC4FFB5C7E52C0CB1E3EF3ED644440,Manhattan,
New York,710792,Store,JAC   ,GUASIMITO FOOD CORP              ,GUASIMITO FOOD         ,1640,ST NICHOLAS AVE             ,             ,               ,NEW YORK          ,NY,10040,0,"1640 ST NICHOLAS AVE
NEW YORK, NY 10040
(40.856377, -73.928576)",0101000020E610000085791F286F7B52C0FD862248996D4440,Manhattan,
Kings,721153,Store,JAC   ,3339 FULTON EXPRESS DELI LLC     ,FULTON EXPRESS DELI    ,3339,FULTON ST                   ,             ,               ,BROOKLYN          ,NY,11208,0,"3339 FULTON ST
BROOKLYN, NY 11208
(40.683602, -73.872339)",0101000020E6100000101BA662D57752C00C8BCF3180574440,Brooklyn,
Queens,635981,Store,JACD  ,M&V PROVISION CO INC             ,M & V PROVISIONS       ,1827,FLUSHING AVE                ,             ,               ,RIDGEWOOD         ,NY,11385,0,"1827 FLUSHING AVE
RIDGEWOOD, NY 11385
(40.711293, -73.92002)",0101000020E61000000C6BE3FEE57A52C03C9FFAF1025B4440,Queens,
New York,728192,Store,JAC   ,FRANCHISE GOURMET DELI CORP      ,FRANCHISE GOURMET DELI ,370,LENOX AVENUE                 ,             ,               ,NEW YORK          ,NY,10027,0,"370 LENOX AVENUE
NEW YORK, NY 10027
(40.810176, -73.943637)",0101000020E61000009CA5866C677C52C0EC070787AF674440,Manhattan,
Kings,616902,Store,JAC   ,902 NOSTRAND AVENUE CORP         ,902 NOSTRAND AVENUE    ,902,NOSTRAND AVE                 ,             ,               ,BROOKLYN          ,NY,11225,0,"902 NOSTRAND AVE
BROOKLYN, NY 11225
(40.666822, -73.950785)",0101000020E6100000AFF71E13D97C52C0C4F1F7A86A554440,Brooklyn,
Kings,730185,Store,A     ,RUGBY PHARMACY INC               ,RUGBY PHARMACY         ,949,CONEY ISLAND AVE             ,             ,               ,BROOKLYN          ,NY,11230,0,"949 CONEY ISLAND AVE
BROOKLYN, NY 11230
(40.634296, -73.967357)",0101000020E610000038098DB7E87D52C0F40E49CB2E514440,Brooklyn,
New York,709670,Store,JAC   ,A & F TOBACCO & GROCERY INC      ,A & F TOBACCO & GROCERY,356,WEST 145TH ST                ,             ,               ,NEW YORK          ,NY,10039,0,"356 WEST 145TH ST
NEW YORK, NY 10039
(40.730083, -74.010453)",0101000020E61000006BC39C396F7C52C089845A0773694440,Manhattan,
Kings,715917,Store,JAC   ,6M HOLDINGS INC                  ,6M HOLDINGS            ,418,CONEY ISLAND AVE       ,             ,               ,BROOKLYN          ,NY,11218,0,"418 CONEY ISLAND AVE
BROOKLYN, NY 11218
(40.64769, -73.971305)",0101000020E6100000B23B5B42297E52C03A5D1982EA524440,Brooklyn,
Bronx,735274,Store,JAC   ,LOS TRES AMIGOS DELI & GROCERY CO,LOS TRES AMIGOS DELI & ,751,ALLERTON AVENUE              ,             ,               ,BRONX             ,NY,10467,0,"751 ALLERTON AVENUE
BRONX, NY 10467
(40.865475, -73.865118)",0101000020E61000001D4E806C607752C0CB09360CC86E4440,Bronx,
Kings,730856,Store,JAC   ,578 RALPH SUPER DELI INC         ,578 RALPH SUPER DELI   ,578,RALPH AVENUE                 ,             ,               ,BROOKLYN          ,NY,11233,0,"578 RALPH AVENUE
BROOKLYN, NY 11233
(40.66938, -73.922539)",0101000020E61000009E69BDF40A7B52C062AAB70BAF554440,Brooklyn,
New York,628779,Store,JAC   ,F & R TRADING NY INC             ,F & R TRADING NY       ,237A,GRAND ST                    ,             ,               ,NEW YORK          ,NY,10002,0,"237A GRAND ST
NEW YORK, NY 10002
(40.718374, -73.994523)",0101000020E6100000A971A595A87F52C0D205A49DF45B4440,Manhattan,
New York,628393,Store,JAC   ,DICKSONS FARMSTAND INC           ,DICKSONS FARMSTAND MEAT,75,9TH AVE                       ,             ,               ,NEW YORK          ,NY,10011,0,"75 9TH AVE
NEW YORK, NY 10011
(40.742227, -74.004466)",0101000020E61000008DEFB2374D8052C08EDBE6C8F55E4440,Manhattan,
Queens,719017,Store,JAC   ,TOMMY DELI GROCERY CORP          ,TOMMY DELI GROCERY     ,589,SENECA AVE                   ,             ,               ,RIDGEWOOD         ,NY,11385,0,"589 SENECA AVE
RIDGEWOOD, NY 11385
(40.7042, -73.910051)",0101000020E61000008738C751417A52C061D68756275A4440,Queens,
Richmond,715840,Store,JAC   ,STATEN ISLAND BAGEL CAFE INC     ,STATEN ISLAND BAGEL CAF,3579,VICTORY BLVD            ,             ,               ,STATEN ISLAND     ,NY,10314,0,"3579 VICTORY BLVD
STATEN ISLAND, NY 10314
(40.601031, -74.176558)",0101000020E61000001F6CBC72508B52C09974E8F0E84C4440,Staten Island,
Queens,705229,Store,JAC   ,KING STAR DISCOUNT TOBACCO INC   ,KING STAR DISCOUNT TOBA,6694,FOREST AVE                  ,             ,               ,RIDGEWOOD         ,NY,11385,0,"6694 FOREST AVE
RIDGEWOOD, NY 11385
(40.704883, -73.902041)",0101000020E61000009D14EC1BBD7952C0EFE78ACD445A4440,Queens,
Bronx,720400,Store,JAC   ,LOS CORBATICAS DELI GROCERY CORP ,LOS CORBATICAS DELI GRO,1915,ANTHONY AVENUE              ,             ,               ,BRONX             ,NY,10457,0,"1915 ANTHONY AVENUE
BRONX, NY 10457
(40.849109, -73.903122)",0101000020E61000008141476CCD7952C0534DE1A9AD6C4440,Bronx,
New York,715960,Store,JAC   ,844 DELI GROCERY INC             ,844 DELI GROCERY       ,844,AMSTERDAM AVE                ,             ,               ,NEW YORK          ,NY,10025,0,"844 AMSTERDAM AVE
NEW YORK, NY 10025
(40.797414, -73.967923)",0101000020E610000046B1D13BF27D52C0B3182E8F12664440,Manhattan,
Richmond,641543,Store,JAC   ,ISLAND CONVENIENCE STORE INC     ,ISLAND CONVENIENCE STR ,2031,FOREST AVE              ,             ,               ,STATEN ISLAND     ,NY,10303,0,"2031 FOREST AVE
STATEN ISLAND, NY 10303
(40.626154, -74.157089)",0101000020E6100000DDDA0BCA098A52C0C7C7715F23504440,Staten Island,
Richmond,641493,Store,JAC   ,TACOPINO RISA                    ,RISAS WRLD OF CHOCOLATE,60,MARINE WAY                    ,             ,               ,STATEN ISLAND     ,NY,10306,0,"60 MARINE WAY
STATEN ISLAND, NY 10306
(40.563743, -74.10339)",0101000020E6100000D0DE59F69D8652C0ACC2599F28484440,Staten Island,
Bronx,734409,Store,JAC   ,ANEIKA DELI CORP                 ,ANEIKA DELI            ,740,EAST 233RD STREET            ,             ,               ,BRONX             ,NY,10466,0,"740 EAST 233RD STREET
BRONX, NY 10466
(40.892852, -73.855663)",0101000020E61000000BC41757C87652C00572FF0C4C724440,Bronx,
Queens,730950,Store,JAC   ,EXPRESS CANDY STORE INC          ,EXPRESS CANDY STORE    ,3805B,JUNCTION BLVD              ,             ,               ,CORONA            ,NY,11368,0,"3805B JUNCTION BLVD
CORONA, NY 11368
(40.749495, -73.869608)",0101000020E6100000C5B61517A87752C088B6572EF15F4440,Queens,
Kings,728548,Store,JAC   ,FRESH FILLET SEA FOOD MARKET INC ,FRESH FILLET SEA FOOD M,129,OSBORN STREET          ,             ,               ,BROOKLYN          ,NY,11212,0,"129 OSBORN STREET
BROOKLYN, NY 11212
(40.669275, -73.908719)",0101000020E61000001B720C39287A52C01B43CEECAB554440,Brooklyn,
Queens,710141,Store,JAC   ,L I C DELI GROCERY INC 1         ,L I C DELI GROCERY     ,1203,40TH AVE                    ,             ,               ,LONG ISLAND CITY  ,NY,11101,0,"1203 40TH AVE
LONG ISLAND CITY, NY 11101
(40.755953, -73.942627)",0101000020E610000075249E02557C52C01160E382C4604440,Queens,
Bronx,719361,Store,JAC   ,BIG AMERICAN GOURMET DELI GROCERY,BIG AMERICAN GOURMET DE,1400,CASTLE HILL AVE             ,             ,               ,BRONX             ,NY,10462,0,"1400 CASTLE HILL AVE
BRONX, NY 10462
(40.835734, -73.852092)",0101000020E61000000B045078887652C07B5BD664F96A4440,Bronx,
New York,732121,Store,JAC   ,FRESNO II DELI GROCERY CORP      ,FRESNO II DELI GROCERY ,31,AVENUE C                      ,             ,               ,NEW YORK          ,NY,10009,0,"31 AVENUE
NEW YORK, NY 10009
(40.721569, -73.980671)",0101000020E61000008C54CFF2C27E52C024C52A9B5E5C4440,Manhattan,
Kings,715736,Store,JAC   ,1624 SMOKE SHOP CORP             ,1624 SMOKE SHOP        ,1624,NEWKIRK AVE                 ,             ,               ,BROOKLYN          ,NY,11226,0,"1624 NEWKIRK AVE
BROOKLYN, NY 11226
(40.636247, -73.961845)",0101000020E610000054D4E376947D52C0DC85A78D6A514440,Brooklyn,
Kings,734224,Store,JAC   ,COBBLE HILL DELI INC             ,COBBLE HILL DELI       ,506,WARREN STREET                ,             ,               ,BROOKLYN          ,NY,11217,0,"506 WARREN STREET
BROOKLYN, NY 11217
(40.682964, -73.984939)",0101000020E6100000DFAF45740F7F52C084784DDD6F574440,Brooklyn,
Queens,728135,Store,JAC   ,28 EMPIRE                        ,3 ALARM DELI           ,45-15,28TH AVENUE                ,             ,               ,ASTORIA           ,NY,11103,0,"45 15 28TH AVENUE
ASTORIA, NY 11103
(40.77314, -73.931873)",0101000020E6100000D67BD45D357A52C02A1DD9C9BA614440,Queens,
New York,717259,Store,JAC   ,EMPIRE GOURMET DELI GROCERY CORP ,EMPIRE GOURMET DELI GRO,432,2ND AVE                ,             ,               ,NEW YORK          ,NY,10010,0,"432 2ND AVE
NEW YORK, NY 10010
(40.738971, -73.980103)",0101000020E6100000D858F1A5BA7E52C0365BC8C6945E4440,Manhattan,
New York,732319,Store,JAC   ,FULTON MARKET ASSOCIATION INC    ,FULTON STALL MARKET    ,91,SOUTH STREET                  ,             ,               ,NEW YORK          ,NY,10038,0,"91 SOUTH STREET
NEW YORK, NY 10038
(40.706108, -74.003383)",0101000020E610000057BDFABB398052C0FC39A2CE5E5A4440,Manhattan,
New York,727386,Store,JAC   ,XYZ SUSHI INC                    ,XYZ SUSHI              ,341,3RD AVENUE                   ,             ,               ,NEW YORK          ,NY,10010,0,"341 3RD AVENUE
NEW YORK, NY 10010
(40.740313, -73.982063)",0101000020E6100000C7D35D56DB7E52C06A5F15F8BE5E4440,Manhattan,
Kings,707543,Store,JAC   ,DELLA PIETRA GOURMET MEAT MARKET ,DELLAPIETRA'S          ,193,ATLANTIC AVE                 ,             ,               ,BROOKLYN          ,NY,11201,0,"193 ATLANTIC AVE
BROOKLYN, NY 11201
(40.689915, -73.993184)",0101000020E61000008C563EDF907F52C0CAEF3AC04F584440,Brooklyn,
Richmond,641600,Store,JAC   ,448 MARKET CORP                  ,MILK & HONEY           ,448,NOME AVE                     ,             ,               ,STATEN ISLAND     ,NY,10314,0,"448 NOME AVE
STATEN ISLAND, NY 10314
(40.589953, -74.164508)",0101000020E6100000002D7CCE848A52C0A5D1E83F804B4440,Staten Island,
Richmond,713765,Store,JAC   ,TERRA SOUTH AVE RETAIL CORP      ,SUNOCO A PLUS          ,700,SOUTH AVE                    ,             ,               ,STATEN ISLAND     ,NY,10303,0,"700 SOUTH AVE
STATEN ISLAND, NY 10303
(40.622415, -74.167925)",0101000020E6100000CAC13E13C08A52C0F0F4D46FA94F4440,Staten Island,
